Datum;Anfang;Ende;Gesamt (Netzlast) [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen
12.01.2020;05:45;06:00;11.463;4.000,75;613,25
12.01.2020;06:00;06:15;11.465;3.820,75;770
12.01.2020;06:15;06:30;11.473,75;3.830;701
12.01.2020;06:30;06:45;11.522,50;3.864,75;666
12.01.2020;06:45;07:00;11.642,50;3.898,50;659,5
12.01.2020;07:00;07:15;11.786,75;4.037,75;622,75
12.01.2020;07:15;07:30;11.869;4.016,75;416,75
12.01.2020;07:30;07:45;11.957,75;4.043,25;295
12.01.2020;07:45;08:00;12.153,25;4.250;220,75
12.01.2020;08:00;08:15;12.405,75;4.488;331,25
12.01.2020;08:15;08:30;12.615;4.623,50;246,5
12.01.2020;08:30;08:45;12.877,25;4.812,75;196,25
12.01.2020;08:45;09:00;13.061;4.879,50;160,5
12.01.2020;09:00;09:15;13.243,50;4.882,50;186,25
12.01.2020;09:15;09:30;13.414;4.796,75;159,75
12.01.2020;09:30;09:45;13.570,25;4.734,75;214
12.01.2020;09:45;10:00;13.725,25;4.643,50;278,5
12.01.2020;10:00;10:15;13.990,75;4.663;281,5
12.01.2020;10:15;10:30;14.079,75;4.487,25;342,75
12.01.2020;10:30;10:45;14.215;4.472,25;299,5
12.01.2020;10:45;11:00;14.388,50;4.643,75;285
12.01.2020;11:00;11:15;14.511,25;4.700,75;217,5
12.01.2020;11:15;11:30;14.615,75;4.706,75;132
12.01.2020;11:30;11:45;14.786,75;4.770,75;107
12.01.2020;11:45;12:00;14.797,50;4.783,50;127,25
12.01.2020;12:00;12:15;14.826;4.687,50;181
12.01.2020;12:15;12:30;14.707,50;4.481,25;273,25
12.01.2020;12:30;12:45;14.696,50;4.494,75;304,25
12.01.2020;12:45;13:00;14.538,75;4.412,25;357,75
12.01.2020;13:00;13:15;14.470,50;4.355,50;157,5
12.01.2020;13:15;13:30;14.324,50;4.312;242
12.01.2020;13:30;13:45;14.304,75;4.339,50;265,75
12.01.2020;13:45;14:00;14.139,25;4.274,75;302,5
12.01.2020;14:00;14:15;14.087,25;4.333,75;396,75
12.01.2020;14:15;14:30;14.037,25;4.449,75;369,75
12.01.2020;14:30;14:45;13.983,25;4.464,75;355,25
12.01.2020;14:45;15:00;13.932,50;4.499,75;322,75
12.01.2020;15:00;15:15;13.940,75;4.698,50;410,5
12.01.2020;15:15;15:30;14.019,75;4.926,50;353,75
12.01.2020;15:30;15:45;14.055,50;5.154,50;325,25
12.01.2020;15:45;16:00;14.119,50;5.299,50;297
12.01.2020;16:00;16:15;14.214;5.441;381,5
12.01.2020;16:15;16:30;14.220,25;5.440,25;206,75
12.01.2020;16:30;16:45;14.420;5.596;235
12.01.2020;16:45;17:00;14.703,75;5.759,25;237
12.01.2020;17:00;17:15;15.058;6.077;205,75
12.01.2020;17:15;17:30;15.324,50;6.303;183
12.01.2020;17:30;17:45;15.500;6.475,25;149,5
12.01.2020;17:45;18:00;15.555,75;6.498,25;154,25
12.01.2020;18:00;18:15;15.630,75;6.577,50;41
12.01.2020;18:15;18:30;15.595;6.579,75;85
12.01.2020;18:30;18:45;15.631;6.658,50;36
12.01.2020;18:45;19:00;15.477,25;6.512,75;33,5
12.01.2020;19:00;19:15;15.335,50;6.345;74
12.01.2020;19:15;19:30;15.235,25;6.217,75;184
12.01.2020;19:30;19:45;15.078,25;6.159,25;235,75
12.01.2020;19:45;20:00;14.944,25;5.903,50;325,75
12.01.2020;20:00;20:15;14.762;5.772,25;395,75
12.01.2020;20:15;20:30;14.546,25;5.504,50;466,75
12.01.2020;20:30;20:45;14.379,25;5.261;675,25
12.01.2020;20:45;21:00;14.290;5.134,50;642,75
12.01.2020;21:00;21:15;14.222;5.072;445,25
12.01.2020;21:15;21:30;14.145;5.122;427,75
12.01.2020;21:30;21:45;14.095;5.110,25;454
12.01.2020;21:45;22:00;14.089;5.217;413,25
12.01.2020;22:00;22:15;14.201;5.565,25;185,25
12.01.2020;22:15;22:30;14.079,50;5.602,75;134,75
12.01.2020;22:30;22:45;13.990;5.670,25;161,75
12.01.2020;22:45;23:00;13.687,50;5.450;176,75
12.01.2020;23:00;23:15;13.394,25;5.298,50;157,5
12.01.2020;23:15;23:30;13.284,50;5.401;190
12.01.2020;23:30;23:45;13.009;5.334,25;217,25
12.01.2020;23:45;00:00;12.787,50;5.341,75;267,25
13.01.2020;00:00;00:15;12.749,75;5.502,25;620,5
13.01.2020;00:15;00:30;12.540;5.558,50;532,25
13.01.2020;00:30;00:45;12.417,25;5.597,25;502
13.01.2020;00:45;01:00;12.175,25;5.545;463
13.01.2020;01:00;01:15;11.983,25;5.531;289,25
13.01.2020;01:15;01:30;11.842,75;5.551,25;299,75
13.01.2020;01:30;01:45;11.807,25;5.630,25;403
13.01.2020;01:45;02:00;11.744,25;5.770,75;473,5
13.01.2020;02:00;02:15;11.741,25;6.003;548,75
13.01.2020;02:15;02:30;11.718,75;6.215,50;568
13.01.2020;02:30;02:45;11.601;6.326;491,75
13.01.2020;02:45;03:00;11.544,25;6.462,50;454
13.01.2020;03:00;03:15;11.611,50;6.716,50;552,25
13.01.2020;03:15;03:30;11.665,50;6.911,75;522,5
13.01.2020;03:30;03:45;11.581,75;6.984,50;425,75
13.01.2020;03:45;04:00;11.603,50;7.143;337,25
13.01.2020;04:00;04:15;11.841,50;7.452,75;428,75
13.01.2020;04:15;04:30;11.896,25;7.627;333,5
13.01.2020;04:30;04:45;12.070,25;7.869;296,5
13.01.2020;04:45;05:00;12.266,75;8.075,75;280,5
13.01.2020;05:00;05:15;12.747,75;8.629;246,75
13.01.2020;05:15;05:30;12.995,75;8.903,75;211
13.01.2020;05:30;05:45;13.341,25;9.262;125
13.01.2020;05:45;06:00;13.806;9.735;85
13.01.2020;06:00;06:15;14.609,50;10.529,50;154,25
13.01.2020;06:15;06:30;15.213,50;11.213,75;116,25
13.01.2020;06:30;06:45;15.789,50;11.944;107,75
13.01.2020;06:45;07:00;16.147,50;12.360,50;118,75
13.01.2020;07:00;07:15;16.757,75;13.043,50;625,75
13.01.2020;07:15;07:30;17.085,75;13.369,25;568,75
13.01.2020;07:30;07:45;17.364,25;13.657,50;535,5
13.01.2020;07:45;08:00;17.604,25;13.862;533,5
13.01.2020;08:00;08:15;17.866,75;14.062,50;713,25
13.01.2020;08:15;08:30;17.928;14.094,75;713,75
13.01.2020;08:30;08:45;17.929,75;14.064,25;714,25
13.01.2020;08:45;09:00;17.947,25;14.113,50;711
13.01.2020;09:00;09:15;17.900,75;14.019;711,5
13.01.2020;09:15;09:30;17.928;14.015,75;710,75
13.01.2020;09:30;09:45;17.963,25;14.029,25;708,25
13.01.2020;09:45;10:00;18.042,75;14.054;705,5
13.01.2020;10:00;10:15;18.007;13.853,25;716,5
13.01.2020;10:15;10:30;18.035;13.743;715,5
13.01.2020;10:30;10:45;18.046,75;13.712;710,5
13.01.2020;10:45;11:00;18.096,25;13.637,75;709,75
13.01.2020;11:00;11:15;18.239,50;13.729,25;371
13.01.2020;11:15;11:30;18.301;13.692,25;366
13.01.2020;11:30;11:45;18.349,50;13.668,75;366,5
13.01.2020;11:45;12:00;18.361;13.624,25;366,25
13.01.2020;12:00;12:15;18.237,75;13.500,25;21
13.01.2020;12:15;12:30;18.212,25;13.486,50;16,75
13.01.2020;12:30;12:45;18.172;13.483,75;16,75
13.01.2020;12:45;13:00;18.146,50;13.516,50;16,25
13.01.2020;13:00;13:15;18.110;13.533;17,5
13.01.2020;13:15;13:30;18.133,75;13.633,25;16,5
13.01.2020;13:30;13:45;18.001,25;13.593,25;16,75
13.01.2020;13:45;14:00;17.917,50;13.627,50;21,5
13.01.2020;14:00;14:15;17.827;13.602,50;224,25
13.01.2020;14:15;14:30;17.785;13.650,75;211,25
13.01.2020;14:30;14:45;17.705;13.649;187,5
13.01.2020;14:45;15:00;17.600,25;13.696,50;182
13.01.2020;15:00;15:15;17.491;13.715,75;345,5
13.01.2020;15:15;15:30;17.384,75;13.728;349,75
13.01.2020;15:30;15:45;17.351;13.789,50;349,75
13.01.2020;15:45;16:00;17.281;13.801,50;351,75
13.01.2020;16:00;16:15;17.367,75;13.843,25;452,25
13.01.2020;16:15;16:30;17.405,50;13.842,50;442,75
13.01.2020;16:30;16:45;17.577,50;13.877;437,5
13.01.2020;16:45;17:00;17.781,25;13.851,50;440,5
13.01.2020;17:00;17:15;18.118,25;13.966,75;462
13.01.2020;17:15;17:30;18.297,25;13.886,50;462,5
13.01.2020;17:30;17:45;18.427,75;13.827,50;464
13.01.2020;17:45;18:00;18.529,75;13.770,75;526,75
13.01.2020;18:00;18:15;18.428,75;13.397,50;315,75
13.01.2020;18:15;18:30;18.400,25;13.090,25;322
13.01.2020;18:30;18:45;18.407,50;12.921;346,75
13.01.2020;18:45;19:00;18.396,50;12.732;393,5
13.01.2020;19:00;19:15;18.220;12.383,75;185,5
13.01.2020;19:15;19:30;18.082,75;12.060,25;185,5
13.01.2020;19:30;19:45;17.910,75;11.820,75;138,5
13.01.2020;19:45;20:00;17.742,25;11.496,75;237,5
13.01.2020;20:00;20:15;17.415;11.020;220,75
13.01.2020;20:15;20:30;17.127,75;10.505,25;210,75
13.01.2020;20:30;20:45;16.852,25;10.127,50;224,75
13.01.2020;20:45;21:00;16.611,50;9.733,50;395,25
13.01.2020;21:00;21:15;16.471,25;9.463,75;184
13.01.2020;21:15;21:30;16.285,25;9.139,75;205
13.01.2020;21:30;21:45;16.055;8.777,50;270,75
13.01.2020;21:45;22:00;15.814,50;8.478;424,25
13.01.2020;22:00;22:15;15.728,50;8.540,25;194,75
13.01.2020;22:15;22:30;15.453,25;8.199,25;206,75
13.01.2020;22:30;22:45;15.207;7.844;172,75
13.01.2020;22:45;23:00;14.951,75;7.402,50;277
13.01.2020;23:00;23:15;14.685;7.026,50;81
13.01.2020;23:15;23:30;14.438;6.675,75;232,25
13.01.2020;23:30;23:45;14.212,50;6.356,75;201,25
13.01.2020;23:45;00:00;14.093;6.231,25;215,25
14.01.2020;00:00;00:15;13.888,75;5.945,25;236,5
14.01.2020;00:15;00:30;13.877,25;5.849,50;314,5
14.01.2020;00:30;00:45;13.870,50;5.743,25;546,25
14.01.2020;00:45;01:00;13.641,75;5.345,50;629,75
14.01.2020;01:00;01:15;13.563,75;5.147,25;584,75
14.01.2020;01:15;01:30;13.434,75;4.918,50;641,5
14.01.2020;01:30;01:45;13.469,25;4.825;698,5
14.01.2020;01:45;02:00;13.348;4.596;822,75
14.01.2020;02:00;02:15;13.305;4.482,50;783,25
14.01.2020;02:15;02:30;13.235,50;4.312,75;904
14.01.2020;02:30;02:45;13.272,25;4.197,75;918,75
14.01.2020;02:45;03:00;13.291,50;4.057,50;957,25
14.01.2020;03:00;03:15;13.426,25;4.110,25;825,75
14.01.2020;03:15;03:30;13.409,25;4.109,25;865
14.01.2020;03:30;03:45;13.459,75;4.095,50;843,5
14.01.2020;03:45;04:00;13.566;4.191,50;734
14.01.2020;04:00;04:15;13.700,50;4.309,75;679,5
14.01.2020;04:15;04:30;13.736,25;4.338,75;641,75
14.01.2020;04:30;04:45;13.849,75;4.430;624,75
14.01.2020;04:45;05:00;14.050,50;4.605,75;597
14.01.2020;05:00;05:15;14.379,50;4.881;808,25
14.01.2020;05:15;05:30;14.590;4.929,50;789
14.01.2020;05:30;05:45;14.808,50;5.084,25;712,25
14.01.2020;05:45;06:00;15.241;5.450,75;532,75
14.01.2020;06:00;06:15;16.008;5.899,25;617,25
14.01.2020;06:15;06:30;16.546,50;6.383,25;416,25
14.01.2020;06:30;06:45;16.913,50;6.610,75;42,25
14.01.2020;06:45;07:00;17.326;7.075,50;30,75
14.01.2020;07:00;07:15;17.919;7.665,50;177,25
14.01.2020;07:15;07:30;18.214,25;7.986,50;45,5
14.01.2020;07:30;07:45;18.474,50;8.215,25;29,25
14.01.2020;07:45;08:00;18.611,25;8.374,75;77,5
14.01.2020;08:00;08:15;18.711,25;8.519,50;21
14.01.2020;08:15;08:30;18.705,25;8.516;18,5
14.01.2020;08:30;08:45;18.698,75;8.444,50;33,25
14.01.2020;08:45;09:00;18.710,75;8.322,75;90,5
14.01.2020;09:00;09:15;18.617,75;8.104,75;122,75
14.01.2020;09:15;09:30;18.649;8.016,50;115,5
14.01.2020;09:30;09:45;18.670;7.895,25;100,5
14.01.2020;09:45;10:00;18.692,75;7.725;50
14.01.2020;10:00;10:15;18.662,25;7.576;57,5
14.01.2020;10:15;10:30;18.660,75;7.553,50;40,25
14.01.2020;10:30;10:45;18.751,50;7.586,25;35
14.01.2020;10:45;11:00;18.781;7.569,50;66
14.01.2020;11:00;11:15;18.781;7.535;74,5
14.01.2020;11:15;11:30;18.799,50;7.560,25;139,75
14.01.2020;11:30;11:45;18.780,50;7.438,50;167
14.01.2020;11:45;12:00;18.771,25;7.341;181,25
14.01.2020;12:00;12:15;18.636,25;7.217,50;242,5
14.01.2020;12:15;12:30;18.603,25;7.182,75;375,5
14.01.2020;12:30;12:45;18.640,25;7.257;250,25
14.01.2020;12:45;13:00;18.575;7.250,25;257,25
14.01.2020;13:00;13:15;18.651,50;7.423,50;318,5
14.01.2020;13:15;13:30;18.616,75;7.580,50;243
14.01.2020;13:30;13:45;18.543,75;7.686,50;226
14.01.2020;13:45;14:00;18.315,75;7.671,75;242,75
14.01.2020;14:00;14:15;18.267,25;7.804,50;271,25
14.01.2020;14:15;14:30;18.174,75;7.970;237,25
14.01.2020;14:30;14:45;18.141,25;8.174,50;204
14.01.2020;14:45;15:00;18.048,50;8.291,50;208,5
14.01.2020;15:00;15:15;18.166,25;8.510,50;596
14.01.2020;15:15;15:30;18.090,75;8.624,75;602,5
14.01.2020;15:30;15:45;18.011,25;8.652,50;603,5
14.01.2020;15:45;16:00;17.932,75;8.605,25;662,25
14.01.2020;16:00;16:15;17.944;8.634,75;845,25
14.01.2020;16:15;16:30;17.972,25;8.684,25;797,25
14.01.2020;16:30;16:45;18.124,75;8.834,25;775,75
14.01.2020;16:45;17:00;18.363;8.889,25;774,5
14.01.2020;17:00;17:15;18.617,75;9.093,50;744
14.01.2020;17:15;17:30;18.768,75;9.194,75;735,5
14.01.2020;17:30;17:45;18.848,25;9.084,25;719,5
14.01.2020;17:45;18:00;18.988;9.103;739,5
14.01.2020;18:00;18:15;18.979,50;9.122,75;791
14.01.2020;18:15;18:30;18.846,50;9.039,75;745
14.01.2020;18:30;18:45;18.751,25;9.065,50;747,5
14.01.2020;18:45;19:00;18.769,25;8.980,75;739,75
14.01.2020;19:00;19:15;18.604;8.761,50;747,25
14.01.2020;19:15;19:30;18.479,50;8.508,50;744,25
14.01.2020;19:30;19:45;18.271,75;8.289,25;744,75
14.01.2020;19:45;20:00;18.127,75;8.187,25;745,75
14.01.2020;20:00;20:15;17.766,75;7.798,25;351
14.01.2020;20:15;20:30;17.483,25;7.465;240,5
14.01.2020;20:30;20:45;17.301,50;7.247,75;224
14.01.2020;20:45;21:00;17.082,75;7.059;372,75
14.01.2020;21:00;21:15;16.873,25;6.876,75;138,25
14.01.2020;21:15;21:30;16.618,75;6.595,25;151
14.01.2020;21:30;21:45;16.334,75;6.346,75;255,5
14.01.2020;21:45;22:00;16.179,25;6.317,25;278
14.01.2020;22:00;22:15;15.979,75;6.459;17,25
14.01.2020;22:15;22:30;15.728;6.114,75;43,75
14.01.2020;22:30;22:45;15.459,75;5.698;210,5
14.01.2020;22:45;23:00;15.252,50;5.488;287,75
14.01.2020;23:00;23:15;14.994;5.225;272,25
14.01.2020;23:15;23:30;14.756,75;5.002,50;340,25
14.01.2020;23:30;23:45;14.481,25;4.668,25;448,75
14.01.2020;23:45;00:00;14.337,25;4.555,25;580,75
15.01.2020;00:00;00:15;14.169,25;4.442;634
15.01.2020;00:15;00:30;14.005,50;4.392;712,25
15.01.2020;00:30;00:45;13.795,25;4.180,50;710,5
15.01.2020;00:45;01:00;13.616,25;4.032,50;782
15.01.2020;01:00;01:15;13.368,25;3.848,75;670,25
15.01.2020;01:15;01:30;13.240,25;3.780;673
15.01.2020;01:30;01:45;13.214,50;3.776;678,5
15.01.2020;01:45;02:00;13.146,25;3.757,75;698
15.01.2020;02:00;02:15;13.129;3.770,50;741,25
15.01.2020;02:15;02:30;13.054,75;3.715,25;787,25
15.01.2020;02:30;02:45;13.028;3.745,75;788
15.01.2020;02:45;03:00;13.076,25;3.871,25;766,75
15.01.2020;03:00;03:15;13.046,50;3.899;753,75
15.01.2020;03:15;03:30;13.095,50;4.018;716,5
15.01.2020;03:30;03:45;13.132,25;4.043;751,5
15.01.2020;03:45;04:00;13.198,25;4.103,50;743,25
15.01.2020;04:00;04:15;13.364;4.273,75;843,75
15.01.2020;04:15;04:30;13.494;4.387;740,25
15.01.2020;04:30;04:45;13.660,25;4.554,75;622,5
15.01.2020;04:45;05:00;13.814,50;4.772,50;565,75
15.01.2020;05:00;05:15;14.129;5.058,75;710,5
15.01.2020;05:15;05:30;14.320,75;5.267,25;578
15.01.2020;05:30;05:45;14.443,75;5.349,75;366,5
15.01.2020;05:45;06:00;14.849,25;5.675,50;157,75
15.01.2020;06:00;06:15;15.626,25;6.159,50;232,5
15.01.2020;06:15;06:30;16.117,75;6.704,75;9,75
15.01.2020;06:30;06:45;16.588,25;7.290,25;5,75
15.01.2020;06:45;07:00;17.033,75;7.759;2
15.01.2020;07:00;07:15;17.624,75;8.343,75;31,75
15.01.2020;07:15;07:30;17.919,50;8.645,25;20,75
15.01.2020;07:30;07:45;18.084;8.828,50;6,25
15.01.2020;07:45;08:00;18.241,25;9.023;63,5
15.01.2020;08:00;08:15;18.446,50;9.322,50;285,25
15.01.2020;08:15;08:30;18.459,75;9.372,25;302,75
15.01.2020;08:30;08:45;18.376,50;9.285,50;314,75
15.01.2020;08:45;09:00;18.331;9.140,25;398,5
15.01.2020;09:00;09:15;18.119;8.790,25;107,25
15.01.2020;09:15;09:30;18.176,50;8.656;159
15.01.2020;09:30;09:45;18.217;8.454,50;141
15.01.2020;09:45;10:00;18.330,25;8.297,25;125,5
15.01.2020;10:00;10:15;18.291,50;7.883;100,75
15.01.2020;10:15;10:30;18.329;7.714,75;172,25
15.01.2020;10:30;10:45;18.480,25;7.571,75;207
15.01.2020;10:45;11:00;18.531;7.391;182,25
15.01.2020;11:00;11:15;18.474,25;7.137;169,75
15.01.2020;11:15;11:30;18.443,75;6.981;143
15.01.2020;11:30;11:45;18.465,25;6.930,50;202,75
15.01.2020;11:45;12:00;18.421,75;6.809,25;156
15.01.2020;12:00;12:15;18.199,50;6.604,25;230,5
15.01.2020;12:15;12:30;18.105,50;6.588,25;250
15.01.2020;12:30;12:45;18.010;6.554,50;233
15.01.2020;12:45;13:00;17.939;6.443,25;261,5
15.01.2020;13:00;13:15;18.000,75;6.614;257
15.01.2020;13:15;13:30;17.957,50;6.646,75;264,75
15.01.2020;13:30;13:45;17.853,50;6.708,75;243,75
15.01.2020;13:45;14:00;17.652,25;6.641,25;195,75
15.01.2020;14:00;14:15;17.576,75;6.790,50;287
15.01.2020;14:15;14:30;17.594,50;7.008,75;172,25
15.01.2020;14:30;14:45;17.493,50;7.168,75;72,75
15.01.2020;14:45;15:00;17.487,25;7.426;104,75
15.01.2020;15:00;15:15;17.660,50;7.882,50;163
15.01.2020;15:15;15:30;17.601,75;8.158,50;56
15.01.2020;15:30;15:45;17.553,25;8.492,50;108,75
15.01.2020;15:45;16:00;17.557,75;8.723,75;110
15.01.2020;16:00;16:15;17.677;8.928,25;520,25
15.01.2020;16:15;16:30;17.631,25;8.889,75;522,25
15.01.2020;16:30;16:45;17.696,25;8.984,75;523
15.01.2020;16:45;17:00;17.971,50;9.304,75;523,75
15.01.2020;17:00;17:15;18.406;9.636;659,5
15.01.2020;17:15;17:30;18.552,75;9.656;657
15.01.2020;17:30;17:45;18.769,75;9.791,50;658,5
15.01.2020;17:45;18:00;18.795;9.741,25;666,25
15.01.2020;18:00;18:15;18.618,75;9.521,25;675,5
15.01.2020;18:15;18:30;18.495;9.374,50;675,25
15.01.2020;18:30;18:45;18.466,75;9.385;684,75
15.01.2020;18:45;19:00;18.477;9.327,75;718,5
15.01.2020;19:00;19:15;18.390,75;9.187;688
15.01.2020;19:15;19:30;18.237;9.069;706,75
15.01.2020;19:30;19:45;18.037,75;8.915,25;716,75
15.01.2020;19:45;20:00;17.887,50;8.772;753,75
15.01.2020;20:00;20:15;17.436,25;8.308,50;291
15.01.2020;20:15;20:30;17.150;7.966,75;310
15.01.2020;20:30;20:45;16.858,75;7.741,75;448
15.01.2020;20:45;21:00;16.707,75;7.641,75;499,25
15.01.2020;21:00;21:15;16.585;7.595;213,5
15.01.2020;21:15;21:30;16.392;7.507,75;262
15.01.2020;21:30;21:45;16.201,25;7.416;422,75
15.01.2020;21:45;22:00;15.944,75;7.277,25;548,5
15.01.2020;22:00;22:15;15.873;7.460,50;474,25
15.01.2020;22:15;22:30;15.615;7.243,75;375
15.01.2020;22:30;22:45;15.285,25;7.104;508
15.01.2020;22:45;23:00;15.034,25;6.969,25;574,5
15.01.2020;23:00;23:15;14.730,25;6.761,75;141,25
15.01.2020;23:15;23:30;14.426;6.613,50;164,25
15.01.2020;23:30;23:45;14.192,50;6.570,75;296,5
15.01.2020;23:45;00:00;13.919;6.479;383,25
16.01.2020;00:00;00:15;13.684,25;6.401,25;365
16.01.2020;00:15;00:30;13.556,75;6.462;534
16.01.2020;00:30;00:45;13.382;6.537,75;624,25
16.01.2020;00:45;01:00;13.179,50;6.552,50;740,5
16.01.2020;01:00;01:15;13.002,75;6.501,50;509,75
16.01.2020;01:15;01:30;12.838,75;6.431;501,5
16.01.2020;01:30;01:45;12.767,25;6.507,50;525
16.01.2020;01:45;02:00;12.709;6.542;548
16.01.2020;02:00;02:15;12.780,75;6.704,25;738
16.01.2020;02:15;02:30;12.656,75;6.716,50;744,75
16.01.2020;02:30;02:45;12.590,25;6.760;635,25
16.01.2020;02:45;03:00;12.551,75;6.878,50;596,25
16.01.2020;03:00;03:15;12.522,25;6.937,50;806
16.01.2020;03:15;03:30;12.565,50;7.060,25;803,5
16.01.2020;03:30;03:45;12.594,25;7.207,75;808,75
16.01.2020;03:45;04:00;12.638,25;7.362,75;732,5
16.01.2020;04:00;04:15;12.842,25;7.665,25;725,5
16.01.2020;04:15;04:30;12.975;7.871,50;679,25
16.01.2020;04:30;04:45;13.132,25;8.112,75;711,5
16.01.2020;04:45;05:00;13.321,25;8.385;640
16.01.2020;05:00;05:15;13.620,75;8.749;730,5
16.01.2020;05:15;05:30;13.759,50;8.985,25;828,5
16.01.2020;05:30;05:45;14.062,75;9.359,75;693,25
16.01.2020;05:45;06:00;14.360,75;9.663;452
16.01.2020;06:00;06:15;14.991;10.281;568
16.01.2020;06:15;06:30;15.575,75;10.941;228,5
16.01.2020;06:30;06:45;16.095,25;11.540,50;135,25
16.01.2020;06:45;07:00;16.477;11.980,50;99
16.01.2020;07:00;07:15;17.170,50;12.723,75;855,75
16.01.2020;07:15;07:30;17.484,25;13.046;796,25
16.01.2020;07:30;07:45;17.725,75;13.352,75;752,25
16.01.2020;07:45;08:00;17.876,75;13.521,25;753,75
16.01.2020;08:00;08:15;17.967,75;13.646,50;698
16.01.2020;08:15;08:30;18.000,25;13.694,25;692,75
16.01.2020;08:30;08:45;17.985,25;13.692;692,25
16.01.2020;08:45;09:00;17.913,25;13.623,50;691
16.01.2020;09:00;09:15;17.738;13.350,75;599,75
16.01.2020;09:15;09:30;17.742,25;13.220;594,5
16.01.2020;09:30;09:45;17.785;13.113,50;595
16.01.2020;09:45;10:00;17.803,75;12.948,25;595
16.01.2020;10:00;10:15;17.722,25;12.727,25;566,25
16.01.2020;10:15;10:30;17.749,25;12.640,75;565,5
16.01.2020;10:30;10:45;17.860,25;12.589,50;588
16.01.2020;10:45;11:00;17.888,50;12.522,25;644,75
16.01.2020;11:00;11:15;17.910,50;12.423,75;151
16.01.2020;11:15;11:30;17.859,75;12.306,75;123
16.01.2020;11:30;11:45;17.861;12.237,50;143
16.01.2020;11:45;12:00;17.826;12.029,25;191
16.01.2020;12:00;12:15;17.671;11.815,50;243,25
16.01.2020;12:15;12:30;17.595;11.726,75;284
16.01.2020;12:30;12:45;17.588,75;11.690,50;327,75
16.01.2020;12:45;13:00;17.572,25;11.717;307,75
16.01.2020;13:00;13:15;17.596,75;11.795;185,25
16.01.2020;13:15;13:30;17.504,25;11.809,50;86
16.01.2020;13:30;13:45;17.316,25;11.747,50;40
16.01.2020;13:45;14:00;17.171,75;11.739,25;57,75
16.01.2020;14:00;14:15;17.124,25;11.936,75;94,5
16.01.2020;14:15;14:30;17.048;12.188,50;94
16.01.2020;14:30;14:45;16.992,75;12.423,75;152,5
16.01.2020;14:45;15:00;16.957,25;12.626,50;198,75
16.01.2020;15:00;15:15;16.986,50;12.989,50;155,25
16.01.2020;15:15;15:30;16.846;13.145,25;109,5
16.01.2020;15:30;15:45;16.845,50;13.377;136,5
16.01.2020;15:45;16:00;16.826;13.587,75;112
16.01.2020;16:00;16:15;16.877,25;13.664,50;186,5
16.01.2020;16:15;16:30;16.898,75;13.566,25;183,25
16.01.2020;16:30;16:45;17.123;13.595,25;176,5
16.01.2020;16:45;17:00;17.347,25;13.584;179,75
16.01.2020;17:00;17:15;17.770,50;13.680,25;652
16.01.2020;17:15;17:30;18.126,25;13.628,50;620,25
16.01.2020;17:30;17:45;18.374,75;13.557,25;620,25
16.01.2020;17:45;18:00;18.406;13.378,75;625
16.01.2020;18:00;18:15;18.371;12.979,25;704,25
16.01.2020;18:15;18:30;18.314,50;12.627;657,75
16.01.2020;18:30;18:45;18.425;12.492,25;671,75
16.01.2020;18:45;19:00;18.397,50;12.245,50;668,25
16.01.2020;19:00;19:15;18.137,75;11.753,25;676
16.01.2020;19:15;19:30;18.054,50;11.557,75;692,5
16.01.2020;19:30;19:45;17.897;11.328;729,5
16.01.2020;19:45;20:00;17.743;11.080,50;567,5
16.01.2020;20:00;20:15;17.373;10.607,25;48,75
16.01.2020;20:15;20:30;17.080,75;10.227,50;72,75
16.01.2020;20:30;20:45;16.799,50;9.848,75;155,25
16.01.2020;20:45;21:00;16.581,25;9.603,50;135,25
16.01.2020;21:00;21:15;16.348,75;9.347,75;30,5
16.01.2020;21:15;21:30;16.106,75;9.070,75;38,25
16.01.2020;21:30;21:45;15.899,25;8.928,75;134
16.01.2020;21:45;22:00;15.660;8.720,25;220
16.01.2020;22:00;22:15;15.518;8.742;35,75
16.01.2020;22:15;22:30;15.258;8.461,50;33
16.01.2020;22:30;22:45;15.060;8.276,25;139
16.01.2020;22:45;23:00;14.816,50;7.968,50;327
16.01.2020;23:00;23:15;14.568;7.718,50;106,75
16.01.2020;23:15;23:30;14.286;7.347;251,75
16.01.2020;23:30;23:45;14.126,50;7.144,25;395,5
16.01.2020;23:45;00:00;14.015;7.005,75;504,5
17.01.2020;00:00;00:15;13.767;6.721;520
17.01.2020;00:15;00:30;13.718,75;6.642,50;677,75
17.01.2020;00:30;00:45;13.636;6.593;885,5
17.01.2020;00:45;01:00;13.483,75;6.450;925
17.01.2020;01:00;01:15;13.386,75;6.390;742,5
17.01.2020;01:15;01:30;13.288;6.343,50;828,75
17.01.2020;01:30;01:45;13.162,25;6.195,25;909,5
17.01.2020;01:45;02:00;13.036;6.095,25;942,75
17.01.2020;02:00;02:15;12.933;6.024;805,75
17.01.2020;02:15;02:30;12.817,75;5.945;783,25
17.01.2020;02:30;02:45;12.907;6.107,75;755,5
17.01.2020;02:45;03:00;12.924,25;6.151,25;840,25
17.01.2020;03:00;03:15;12.908,75;6.092,25;928,5
17.01.2020;03:15;03:30;12.865,50;6.050,25;971,25
17.01.2020;03:30;03:45;12.974;6.246,75;974,75
