Datum;Anfang;Ende;Gesamt (Netzlast) [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen
01.09.2020;20:00;20:15;15.070,25;14.020,25;482,25
01.09.2020;20:15;20:30;15.075,75;14.039,75;496,5
01.09.2020;20:30;20:45;15.069,50;14.009,50;469,25
01.09.2020;20:45;21:00;14.926,50;13.827,50;450,25
01.09.2020;21:00;21:15;14.666;13.529,50;397,75
01.09.2020;21:15;21:30;14.390,75;13.232,50;257
01.09.2020;21:30;21:45;14.033,50;12.846;223,5
01.09.2020;21:45;22:00;13.668,50;12.448,75;404,25
01.09.2020;22:00;22:15;13.412;12.219;106
01.09.2020;22:15;22:30;13.150;11.973,75;124
01.09.2020;22:30;22:45;12.860,75;11.710,75;150
01.09.2020;22:45;23:00;12.572,75;11.469,50;240
01.09.2020;23:00;23:15;12.220,75;11.171,50;92,75
01.09.2020;23:15;23:30;12.043;11.063;172
01.09.2020;23:30;23:45;11.882,50;10.955,25;180,5
01.09.2020;23:45;00:00;11.718,25;10.826,75;199,5
02.09.2020;00:00;00:15;11.570,75;10.721,25;326
02.09.2020;00:15;00:30;11.381;10.568,50;375,25
02.09.2020;00:30;00:45;11.371;10.608;603
02.09.2020;00:45;01:00;11.285,25;10.519,25;615,75
02.09.2020;01:00;01:15;11.068,25;10.337,25;651
02.09.2020;01:15;01:30;10.975;10.253,50;683
02.09.2020;01:30;01:45;10.882;10.180;703,5
02.09.2020;01:45;02:00;10.824,75;10.139;740
02.09.2020;02:00;02:15;10.738,75;10.092,25;786,5
02.09.2020;02:15;02:30;10.671,75;10.056;819,5
02.09.2020;02:30;02:45;10.650,50;10.088,25;841,25
02.09.2020;02:45;03:00;10.720;10.168;818,25
02.09.2020;03:00;03:15;10.706,25;10.150;974,75
02.09.2020;03:15;03:30;10.704,50;10.159,75;990,75
02.09.2020;03:30;03:45;10.711,50;10.161,50;989,75
02.09.2020;03:45;04:00;10.731,25;10.209,25;971
02.09.2020;04:00;04:15;10.871,50;10.360,75;971,75
02.09.2020;04:15;04:30;10.967,75;10.455,75;958,75
02.09.2020;04:30;04:45;11.023;10.531;955,75
02.09.2020;04:45;05:00;11.171,25;10.692,50;933
02.09.2020;05:00;05:15;11.560,50;11.081,75;837,25
02.09.2020;05:15;05:30;11.785,25;11.308;686,75
02.09.2020;05:30;05:45;11.978;11.456,50;426,25
02.09.2020;05:45;06:00;12.398,25;11.871,50;262,5
02.09.2020;06:00;06:15;13.315;12.772;311,5
02.09.2020;06:15;06:30;13.744,75;13.185;138,75
02.09.2020;06:30;06:45;14.014,25;13.404;236,75
02.09.2020;06:45;07:00;14.283,75;13.594;389,5
02.09.2020;07:00;07:15;14.666;13.888,25;473,75
02.09.2020;07:15;07:30;14.930;14.019,50;511,75
02.09.2020;07:30;07:45;15.162,50;14.081,75;557,5
02.09.2020;07:45;08:00;15.326,25;14.013,25;554,25
02.09.2020;08:00;08:15;15.498;13.956,50;561,25
02.09.2020;08:15;08:30;15.592,25;13.831;551,25
02.09.2020;08:30;08:45;15.711;13.696,50;542,75
02.09.2020;08:45;09:00;15.709,50;13.411,75;456,5
02.09.2020;09:00;09:15;15.686,50;13.071,75;479,5
02.09.2020;09:15;09:30;15.813,25;12.886,25;471,75
02.09.2020;09:30;09:45;15.904,50;12.664,50;394,75
02.09.2020;09:45;10:00;16.007;12.398;397,5
02.09.2020;10:00;10:15;16.014,50;12.031,25;206,25
02.09.2020;10:15;10:30;16.185,25;11.795,50;187,25
02.09.2020;10:30;10:45;16.329,50;11.578,50;314,5
02.09.2020;10:45;11:00;16.322;11.231,50;134,25
02.09.2020;11:00;11:15;16.371;11.060,25;112
02.09.2020;11:15;11:30;16.487,25;10.889;47,5
02.09.2020;11:30;11:45;16.530,25;10.710;76,5
02.09.2020;11:45;12:00;16.538;10.550,25;68,5
02.09.2020;12:00;12:15;16.359,50;10.234,25;206,25
02.09.2020;12:15;12:30;16.319,75;10.041,50;205
02.09.2020;12:30;12:45;16.312;9.971,50;201,75
02.09.2020;12:45;13:00;16.356,50;10.002,50;213,75
02.09.2020;13:00;13:15;16.268,75;9.887,50;200,25
02.09.2020;13:15;13:30;16.228,75;9.847,25;87,5
02.09.2020;13:30;13:45;16.067,75;9.690,25;88,25
02.09.2020;13:45;14:00;15.945,75;9.541;150,75
02.09.2020;14:00;14:15;15.784,50;9.463;148
02.09.2020;14:15;14:30;15.728;9.550,25;85,5
02.09.2020;14:30;14:45;15.648,50;9.667;88,25
02.09.2020;14:45;15:00;15.562,25;9.769,75;52,5
02.09.2020;15:00;15:15;15.411,50;9.785,25;39,5
02.09.2020;15:15;15:30;15.323;9.804;42,5
02.09.2020;15:30;15:45;15.267,25;9.937,25;55
02.09.2020;15:45;16:00;15.179,75;10.093,25;28,75
02.09.2020;16:00;16:15;15.189,25;10.296,50;94,75
02.09.2020;16:15;16:30;15.085,50;10.475,50;146
02.09.2020;16:30;16:45;14.991;10.734,25;91,75
02.09.2020;16:45;17:00;14.953,50;11.020;69,5
02.09.2020;17:00;17:15;14.994,50;11.371,50;104,75
02.09.2020;17:15;17:30;14.995,75;11.646,50;142,25
02.09.2020;17:30;17:45;15.036,25;12.099;109,75
02.09.2020;17:45;18:00;15.053;12.463;259,25
02.09.2020;18:00;18:15;15.003;12.775,75;297,75
02.09.2020;18:15;18:30;14.977,75;13.031,50;296,75
02.09.2020;18:30;18:45;14.938,25;13.303;306,75
02.09.2020;18:45;19:00;14.982,75;13.616;305
02.09.2020;19:00;19:15;14.987;13.886,50;308
02.09.2020;19:15;19:30;14.955,25;14.079,75;354
02.09.2020;19:30;19:45;14.931,25;14.163;368,25
02.09.2020;19:45;20:00;14.923;14.254,25;371,5
02.09.2020;20:00;20:15;14.888;14.237,75;541,25
02.09.2020;20:15;20:30;14.878,25;14.246,75;538,5
02.09.2020;20:30;20:45;14.793,50;14.168,75;513
02.09.2020;20:45;21:00;14.660,25;14.049,75;446,5
02.09.2020;21:00;21:15;14.473,25;13.853,50;403,25
02.09.2020;21:15;21:30;14.239;13.583,75;346
02.09.2020;21:30;21:45;13.878,75;13.204,75;316,5
02.09.2020;21:45;22:00;13.583,75;12.901,75;323,25
02.09.2020;22:00;22:15;13.294,75;12.630,25;158,75
02.09.2020;22:15;22:30;13.107,25;12.442;75,25
02.09.2020;22:30;22:45;12.777,75;12.099,50;109,5
02.09.2020;22:45;23:00;12.605,25;11.903;79,5
02.09.2020;23:00;23:15;12.304,50;11.596,50;120
02.09.2020;23:15;23:30;12.102;11.378;96,25
02.09.2020;23:30;23:45;11.784;11.054,75;102,25
02.09.2020;23:45;00:00;11.521,25;10.806;139,5
03.09.2020;00:00;00:15;11.338;10.643;29
03.09.2020;00:15;00:30;11.192;10.517;137
03.09.2020;00:30;00:45;11.050;10.382,25;192
03.09.2020;00:45;01:00;11.076;10.398;471,25
03.09.2020;01:00;01:15;10.909,25;10.212;442,75
03.09.2020;01:15;01:30;10.871,75;10.118,75;361,5
03.09.2020;01:30;01:45;10.755,75;9.960,25;354
03.09.2020;01:45;02:00;10.722,50;9.917,50;388,5
03.09.2020;02:00;02:15;10.698,50;9.846,75;563,75
03.09.2020;02:15;02:30;10.615,75;9.713,75;626,75
03.09.2020;02:30;02:45;10.620,25;9.675,50;713,25
03.09.2020;02:45;03:00;10.630,75;9.624,25;754,5
03.09.2020;03:00;03:15;10.645,50;9.575;775,75
03.09.2020;03:15;03:30;10.665;9.514,75;763
03.09.2020;03:30;03:45;10.657,25;9.399,75;725
03.09.2020;03:45;04:00;10.712,50;9.391,50;705,5
03.09.2020;04:00;04:15;10.829,50;9.401,25;847
03.09.2020;04:15;04:30;10.993;9.468,75;880,25
03.09.2020;04:30;04:45;11.139,50;9.568,25;843,75
03.09.2020;04:45;05:00;11.256,75;9.635,50;904,75
03.09.2020;05:00;05:15;11.366,75;9.659;612,25
03.09.2020;05:15;05:30;11.596;9.824,25;488
03.09.2020;05:30;05:45;11.975,50;10.132,75;310,25
03.09.2020;05:45;06:00;12.260;10.347;118
03.09.2020;06:00;06:15;13.127;11.142,25;281
03.09.2020;06:15;06:30;13.462;11.428,75;183,5
03.09.2020;06:30;06:45;13.735;11.592;241,75
03.09.2020;06:45;07:00;14.038,75;11.677,75;316
03.09.2020;07:00;07:15;14.369,75;11.883,75;575,75
03.09.2020;07:15;07:30;14.618,50;11.892,25;580,5
03.09.2020;07:30;07:45;14.779;11.703,75;506,25
03.09.2020;07:45;08:00;14.999,75;11.532,25;504,5
03.09.2020;08:00;08:15;15.389,25;11.493,25;474,75
03.09.2020;08:15;08:30;15.488;11.204,25;477
03.09.2020;08:30;08:45;15.539,50;10.884;473
03.09.2020;08:45;09:00;15.705,50;10.660,75;471
03.09.2020;09:00;09:15;15.661;10.286,25;461
03.09.2020;09:15;09:30;15.683;9.958,50;441
03.09.2020;09:30;09:45;15.779,75;9.687,25;442,75
03.09.2020;09:45;10:00;15.856,25;9.453,25;399
03.09.2020;10:00;10:15;15.972,50;9.217,50;390,5
03.09.2020;10:15;10:30;16.022;8.932,25;349
03.09.2020;10:30;10:45;16.163;8.830,75;323,25
03.09.2020;10:45;11:00;16.277,75;8.678,50;257,5
03.09.2020;11:00;11:15;16.308,50;8.489;105,5
03.09.2020;11:15;11:30;16.462,50;8.437,25;89,75
03.09.2020;11:30;11:45;16.625,50;8.450;113,25
03.09.2020;11:45;12:00;16.684,25;8.422,50;122,5
03.09.2020;12:00;12:15;16.453,75;8.101,25;98
03.09.2020;12:15;12:30;16.379;7.947;33
03.09.2020;12:30;12:45;16.331,50;7.715;4,75
03.09.2020;12:45;13:00;16.216,75;7.383,75;113,75
03.09.2020;13:00;13:15;16.149;7.228,75;12
03.09.2020;13:15;13:30;16.094,50;7.235,75;99
03.09.2020;13:30;13:45;16.067,25;7.145,50;202,75
03.09.2020;13:45;14:00;15.961,75;7.031,75;217
03.09.2020;14:00;14:15;15.983,75;7.138,75;239
03.09.2020;14:15;14:30;16.020,50;7.100;268
03.09.2020;14:30;14:45;15.970;7.030,25;195,5
03.09.2020;14:45;15:00;15.864,75;7.008;85,75
03.09.2020;15:00;15:15;15.730,75;6.960,50;100
03.09.2020;15:15;15:30;15.632;7.018;143
03.09.2020;15:30;15:45;15.518,75;7.131,25;88
03.09.2020;15:45;16:00;15.462,25;7.233,50;37,75
03.09.2020;16:00;16:15;15.605,25;7.568;331,75
03.09.2020;16:15;16:30;15.473,25;7.658;240
03.09.2020;16:30;16:45;15.388,25;7.830,50;121
03.09.2020;16:45;17:00;15.348,50;8.052,25;105,5
03.09.2020;17:00;17:15;15.412,75;8.372,75;36,75
03.09.2020;17:15;17:30;15.386,25;8.656,75;36
03.09.2020;17:30;17:45;15.436,75;9.012,50;70,25
03.09.2020;17:45;18:00;15.478,75;9.325,50;219,25
03.09.2020;18:00;18:15;15.425;9.557,25;152
03.09.2020;18:15;18:30;15.375,50;9.756,50;228
03.09.2020;18:30;18:45;15.330,75;9.884,75;354,5
03.09.2020;18:45;19:00;15.318,25;9.968,25;472,75
03.09.2020;19:00;19:15;15.366;10.134,25;431,75
03.09.2020;19:15;19:30;15.390,75;10.214,50;417
03.09.2020;19:30;19:45;15.428,50;10.255,75;417,5
03.09.2020;19:45;20:00;15.429;10.228,25;410
03.09.2020;20:00;20:15;15.465;10.258,50;209,5
03.09.2020;20:15;20:30;15.464,75;10.133,25;130
03.09.2020;20:30;20:45;15.437;10.042,75;97,5
03.09.2020;20:45;21:00;15.275,50;9.736,25;374,75
03.09.2020;21:00;21:15;15.034;9.334,75;99
03.09.2020;21:15;21:30;14.793,75;8.918,75;185,25
03.09.2020;21:30;21:45;14.567,25;8.616;375,75
03.09.2020;21:45;22:00;14.294;8.359,25;424,5
03.09.2020;22:00;22:15;14.074,50;8.190;334,25
03.09.2020;22:15;22:30;13.777,50;7.923,75;129
03.09.2020;22:30;22:45;13.382,50;7.568,25;93,5
03.09.2020;22:45;23:00;13.162;7.400,25;76
03.09.2020;23:00;23:15;12.762,25;7.115;22,25
03.09.2020;23:15;23:30;12.565,50;6.962,25;106,25
03.09.2020;23:30;23:45;12.333;6.787,25;86,75
03.09.2020;23:45;00:00;12.151,25;6.702,50;121,75
04.09.2020;00:00;00:15;11.910,75;6.552,25;338,75
04.09.2020;00:15;00:30;11.768;6.478,75;363,75
04.09.2020;00:30;00:45;11.734,75;6.526,50;672,25
04.09.2020;00:45;01:00;11.590,25;6.389,50;681,75
04.09.2020;01:00;01:15;11.505;6.388,25;716,75
04.09.2020;01:15;01:30;11.470,75;6.413,50;751,5
04.09.2020;01:30;01:45;11.398,25;6.399;736,5
04.09.2020;01:45;02:00;11.241,50;6.355,75;745,25
04.09.2020;02:00;02:15;11.189,75;6.436,75;724
04.09.2020;02:15;02:30;11.132,75;6.432,75;681,5
04.09.2020;02:30;02:45;11.205,25;6.567,75;676,75
04.09.2020;02:45;03:00;11.144,50;6.588,50;615,25
04.09.2020;03:00;03:15;11.079,75;6.515;733,5
04.09.2020;03:15;03:30;11.083,50;6.586,75;756,75
04.09.2020;03:30;03:45;11.114,50;6.648,75;774,5
04.09.2020;03:45;04:00;11.272,50;6.801,75;836
04.09.2020;04:00;04:15;11.416,75;6.988,50;842,25
04.09.2020;04:15;04:30;11.489,75;6.989,75;849,75
04.09.2020;04:30;04:45;11.498,25;7.000,25;783
04.09.2020;04:45;05:00;11.532,25;7.071,25;813
04.09.2020;05:00;05:15;11.880;7.438;752,25
04.09.2020;05:15;05:30;12.040,25;7.697,25;668,75
04.09.2020;05:30;05:45;12.158,50;7.896,25;368,5
04.09.2020;05:45;06:00;12.444,25;8.240;185
04.09.2020;06:00;06:15;13.131,75;8.937,75;36,5
04.09.2020;06:15;06:30;13.617,50;9.507;60,75
04.09.2020;06:30;06:45;13.906,50;9.882,75;65
04.09.2020;06:45;07:00;14.042,75;10.012,25;70,75
04.09.2020;07:00;07:15;14.487,25;10.511,50;572
04.09.2020;07:15;07:30;14.722,25;10.732,75;572
04.09.2020;07:30;07:45;14.965,25;10.898,75;597,25
04.09.2020;07:45;08:00;15.086;10.925,50;610,5
04.09.2020;08:00;08:15;15.285;11.002,50;616,5
04.09.2020;08:15;08:30;15.431;11.081,25;611,25
04.09.2020;08:30;08:45;15.588,50;11.085;605
04.09.2020;08:45;09:00;15.695,25;11.034;594,25
04.09.2020;09:00;09:15;15.685,50;10.867,75;562,25
04.09.2020;09:15;09:30;15.754,75;10.743,25;551
04.09.2020;09:30;09:45;15.840,75;10.637,75;462,5
04.09.2020;09:45;10:00;15.972,50;10.518,50;486
04.09.2020;10:00;10:15;16.047,50;10.299,75;288,5
04.09.2020;10:15;10:30;16.089,75;10.032,75;145,5
04.09.2020;10:30;10:45;16.159,25;9.885,50;76,75
04.09.2020;10:45;11:00;16.236;9.660,50;60,5
04.09.2020;11:00;11:15;16.200,75;9.264,50;78,5
04.09.2020;11:15;11:30;16.242,50;9.106;20
04.09.2020;11:30;11:45;16.283,75;8.913,50;74
04.09.2020;11:45;12:00;16.359,75;8.688;85,5
04.09.2020;12:00;12:15;16.292,75;8.345,25;167
04.09.2020;12:15;12:30;16.263,75;8.063,25;314,25
04.09.2020;12:30;12:45;16.248;7.766,50;362,5
04.09.2020;12:45;13:00;16.208,50;7.600;290,25
04.09.2020;13:00;13:15;16.133,75;7.461,25;213
04.09.2020;13:15;13:30;16.028,50;7.328;156,25
04.09.2020;13:30;13:45;15.872,50;7.249,50;182
04.09.2020;13:45;14:00;15.648,50;7.100,75;168
04.09.2020;14:00;14:15;15.512,75;7.128,75;149,75
04.09.2020;14:15;14:30;15.417,50;7.114,25;105,25
04.09.2020;14:30;14:45;15.346,50;7.201,50;89,5
04.09.2020;14:45;15:00;15.218,75;7.236,25;98,75
04.09.2020;15:00;15:15;15.372,50;7.622,25;302,75
04.09.2020;15:15;15:30;15.287,50;7.857,50;222,5
04.09.2020;15:30;15:45;15.160,50;8.038,75;224,25
04.09.2020;15:45;16:00;14.999;8.140,50;225,75
04.09.2020;16:00;16:15;14.926,50;8.354,75;66,75
04.09.2020;16:15;16:30;14.778;8.567,25;73,25
04.09.2020;16:30;16:45;14.751,50;8.911,75;54,5
04.09.2020;16:45;17:00;14.703,25;9.236,75;39,25
04.09.2020;17:00;17:15;14.716;9.650,25;173,25
04.09.2020;17:15;17:30;14.722,25;10.027,50;141,5
04.09.2020;17:30;17:45;14.565,75;10.286,75;64,25
04.09.2020;17:45;18:00;14.538,25;10.683,75;476,5
04.09.2020;18:00;18:15;14.485;11.012,25;404
04.09.2020;18:15;18:30;14.321;11.284;543
04.09.2020;18:30;18:45;14.350,25;11.660,75;551,75
04.09.2020;18:45;19:00;14.314;11.883,50;547
04.09.2020;19:00;19:15;14.292,25;12.104;484,5
04.09.2020;19:15;19:30;14.200,75;12.167,75;493,75
04.09.2020;19:30;19:45;14.111,25;12.227;493,25
04.09.2020;19:45;20:00;14.123;12.224,50;494
04.09.2020;20:00;20:15;14.128,50;12.188,75;582,75
04.09.2020;20:15;20:30;14.107;12.190;594,5
04.09.2020;20:30;20:45;14.054;12.149;588
04.09.2020;20:45;21:00;13.848,25;11.915;568,75
04.09.2020;21:00;21:15;13.604,50;11.676;493,5
04.09.2020;21:15;21:30;13.266,25;11.345,50;464,25
04.09.2020;21:30;21:45;12.953;10.981,25;423
04.09.2020;21:45;22:00;12.709,50;10.643,25;379,75
04.09.2020;22:00;22:15;12.495,25;10.366,75;147,5
04.09.2020;22:15;22:30;12.270,75;10.114;52,75
04.09.2020;22:30;22:45;11.998,50;9.821,50;62,75
04.09.2020;22:45;23:00;11.820,75;9.635,25;146,5
04.09.2020;23:00;23:15;11.706,25;9.568,50;280,25
04.09.2020;23:15;23:30;11.499,25;9.349,25;288,25
04.09.2020;23:30;23:45;11.308,50;9.190;241,25
04.09.2020;23:45;00:00;11.134,50;9.054,75;308
05.09.2020;00:00;00:15;10.659;8.618,75;243
05.09.2020;00:15;00:30;10.597;8.541;99,5
05.09.2020;00:30;00:45;10.498,25;8.496;63,75
05.09.2020;00:45;01:00;10.386,75;8.458,75;39,25
05.09.2020;01:00;01:15;10.254,25;8.332,25;68,5
05.09.2020;01:15;01:30;10.182,50;8.295,50;99,5
05.09.2020;01:30;01:45;10.133,75;8.225,50;54,75
05.09.2020;01:45;02:00;9.943,25;8.001,50;48,75
05.09.2020;02:00;02:15;9.835;7.965,25;53
05.09.2020;02:15;02:30;9.787,75;7.930;37,25
05.09.2020;02:30;02:45;9.730,25;7.911,75;38,25
05.09.2020;02:45;03:00;9.694,75;7.898;55,25
05.09.2020;03:00;03:15;9.639,25;7.870;240
05.09.2020;03:15;03:30;9.659,75;7.888,75;330,25
05.09.2020;03:30;03:45;9.653,50;7.900,50;349
05.09.2020;03:45;04:00;9.603;7.817,25;304,5
05.09.2020;04:00;04:15;9.619;7.730,75;62
05.09.2020;04:15;04:30;9.581;7.616,75;155,25
05.09.2020;04:30;04:45;9.616,75;7.609,25;185,75
05.09.2020;04:45;05:00;9.704;7.616,50;285
05.09.2020;05:00;05:15;9.929,50;7.808,75;317,25
05.09.2020;05:15;05:30;10.024;7.801,75;296,5
05.09.2020;05:30;05:45;10.092,75;7.897,75;271,75
05.09.2020;05:45;06:00;10.174,25;7.960,50;249,75
05.09.2020;06:00;06:15;10.404,25;8.169,50;150,25
05.09.2020;06:15;06:30;10.461,25;8.054,25;143
05.09.2020;06:30;06:45;10.591,25;7.951,25;153,5
05.09.2020;06:45;07:00;10.599,25;7.756,75;216,25
05.09.2020;07:00;07:15;10.790,50;7.751,25;114
05.09.2020;07:15;07:30;10.989,25;7.790,50;138,75
05.09.2020;07:30;07:45;11.253,75;7.739,75;208,5
05.09.2020;07:45;08:00;11.512,75;7.796,75;233,25
05.09.2020;08:00;08:15;11.858;7.922,25;234
05.09.2020;08:15;08:30;11.998;7.743,25;147
05.09.2020;08:30;08:45;12.213,50;7.601,25;120,75
05.09.2020;08:45;09:00;12.441,50;7.653,75;120,25
05.09.2020;09:00;09:15;12.665,50;7.751,25;137
05.09.2020;09:15;09:30;12.870,75;7.751,50;155,5
05.09.2020;09:30;09:45;13.052,75;7.810;144
05.09.2020;09:45;10:00;13.206,25;7.682;135
05.09.2020;10:00;10:15;13.242;7.610,50;136,25
05.09.2020;10:15;10:30;13.382;7.508,75;139,25
05.09.2020;10:30;10:45;13.517,50;7.330,25;41
05.09.2020;10:45;11:00;13.631;7.130,50;161,25
05.09.2020;11:00;11:15;13.698;7.004,50;359
05.09.2020;11:15;11:30;13.785,25;6.978;234
05.09.2020;11:30;11:45;13.926;6.922,75;203
05.09.2020;11:45;12:00;13.897,25;6.670,25;281,25
05.09.2020;12:00;12:15;13.763,50;6.230,75;264,75
05.09.2020;12:15;12:30;13.640,50;5.943;308,5
05.09.2020;12:30;12:45;13.669,25;5.765;409
05.09.2020;12:45;13:00;13.569,50;5.479,75;526,75
05.09.2020;13:00;13:15;13.399,50;5.203,25;747,25
05.09.2020;13:15;13:30;13.292,50;4.997,50;718,5
05.09.2020;13:30;13:45;13.132,75;4.802,25;746,25
05.09.2020;13:45;14:00;13.087,75;4.703,75;831,75
05.09.2020;14:00;14:15;13.019,50;4.697,75;719,75
05.09.2020;14:15;14:30;12.943,50;4.706;686
05.09.2020;14:30;14:45;12.913;4.732,75;664,25
05.09.2020;14:45;15:00;12.932,75;5.063,25;647,25
05.09.2020;15:00;15:15;12.849,50;5.151;538,5
05.09.2020;15:15;15:30;12.762,75;5.203,75;468,5
05.09.2020;15:30;15:45;12.641,50;5.247,25;457,5
05.09.2020;15:45;16:00;12.599,75;5.425,25;531,5
05.09.2020;16:00;16:15;12.577,75;5.695,75;613
05.09.2020;16:15;16:30;12.525;5.913;480
05.09.2020;16:30;16:45;12.510,50;6.178,50;258,5
05.09.2020;16:45;17:00;12.472,50;6.405;117,75
05.09.2020;17:00;17:15;12.606,75;6.808,25;347,75
05.09.2020;17:15;17:30;12.642,50;7.175,25;112,75
05.09.2020;17:30;17:45;12.646,50;7.556;215,75
05.09.2020;17:45;18:00;12.740;7.933,50;113
05.09.2020;18:00;18:15;12.826,50;8.237,75;242,75
05.09.2020;18:15;18:30;12.673,50;8.347,75;157,25
05.09.2020;18:30;18:45;12.702,75;8.681,75;163,75
05.09.2020;18:45;19:00;12.651,25;8.845,25;158
05.09.2020;19:00;19:15;12.740,25;9.227,25;418,25
05.09.2020;19:15;19:30;12.631;9.363,75;529,75
05.09.2020;19:30;19:45;12.582;9.534;574,5
05.09.2020;19:45;20:00;12.467,50;9.646,50;609,25
05.09.2020;20:00;20:15;12.544,75;9.900;599,25
05.09.2020;20:15;20:30;12.509;9.880,75;594
05.09.2020;20:30;20:45;12.367;9.813,50;580,5
05.09.2020;20:45;21:00;12.178,75;9.551,50;564,5
05.09.2020;21:00;21:15;11.996,75;9.378;557,75
05.09.2020;21:15;21:30;11.817,75;9.199;529
05.09.2020;21:30;21:45;11.718,75;9.066,75;539,75
05.09.2020;21:45;22:00;11.570,50;8.948,25;497
05.09.2020;22:00;22:15;11.362,50;8.636,50;551
05.09.2020;22:15;22:30;11.179,50;8.442;589,75
05.09.2020;22:30;22:45;10.943,75;8.346,50;458,5
05.09.2020;22:45;23:00;10.837;8.313,25;422,25
05.09.2020;23:00;23:15;10.641,50;8.068,25;192,75
05.09.2020;23:15;23:30;10.488;7.824;220,25
05.09.2020;23:30;23:45;10.321,75;7.597,75;175,5
05.09.2020;23:45;00:00;10.263;7.569;359,75
06.09.2020;00:00;00:15;10.026,75;7.299;564,25
06.09.2020;00:15;00:30;9.887,25;7.102,75;436,25
06.09.2020;00:30;00:45;9.871,50;7.074,75;574
06.09.2020;00:45;01:00;9.826,50;7.020,25;643
06.09.2020;01:00;01:15;9.705,75;6.844,25;351,5
06.09.2020;01:15;01:30;9.656,50;6.803,50;431,5
06.09.2020;01:30;01:45;9.564,75;6.753,25;617,25
06.09.2020;01:45;02:00;9.562,25;6.805,50;640,25
06.09.2020;02:00;02:15;9.409;6.621,25;690,75
06.09.2020;02:15;02:30;9.367,75;6.581,75;679
06.09.2020;02:30;02:45;9.253,50;6.402,75;733,75
06.09.2020;02:45;03:00;9.240,75;6.494,75;766,5
06.09.2020;03:00;03:15;9.234,25;6.451,50;552,25
06.09.2020;03:15;03:30;9.205,25;6.445,50;581,5
06.09.2020;03:30;03:45;9.109,50;6.412,75;611
06.09.2020;03:45;04:00;9.153,25;6.521,50;548,75
06.09.2020;04:00;04:15;9.109;6.532,25;392,25
06.09.2020;04:15;04:30;9.060,25;6.517,50;378,5
06.09.2020;04:30;04:45;9.047,25;6.522,25;302,75
06.09.2020;04:45;05:00;9.101,75;6.524;266,5
06.09.2020;05:00;05:15;9.170,25;6.574;292,5
06.09.2020;05:15;05:30;9.285,75;6.658;328
06.09.2020;05:30;05:45;9.282,75;6.592,50;324,5
06.09.2020;05:45;06:00;9.382,75;6.712,25;449,25
06.09.2020;06:00;06:15;9.477,25;6.874,25;520,25
06.09.2020;06:15;06:30;9.502,75;7.022,50;380
06.09.2020;06:30;06:45;9.515,50;6.963,75;387,25
06.09.2020;06:45;07:00;9.548;6.848,50;386,5
06.09.2020;07:00;07:15;9.634;6.879;319
06.09.2020;07:15;07:30;9.760;6.962,50;263
06.09.2020;07:30;07:45;9.915,25;6.924,50;245,25
06.09.2020;07:45;08:00;10.088,25;6.839,25;256
06.09.2020;08:00;08:15;10.359,50;6.987,25;353,25
06.09.2020;08:15;08:30;10.557,50;7.016,25;227,25
06.09.2020;08:30;08:45;10.734,50;6.906;191
06.09.2020;08:45;09:00;10.954,50;6.792;229,5
06.09.2020;09:00;09:15;11.159,25;6.664,75;223,25
06.09.2020;09:15;09:30;11.345,25;6.521;285,5
06.09.2020;09:30;09:45;11.514;6.320,75;290
06.09.2020;09:45;10:00;11.593;6.016,75;366,5
06.09.2020;10:00;10:15;11.700,50;5.748,25;224,5
06.09.2020;10:15;10:30;11.851,50;5.578,75;303,5
06.09.2020;10:30;10:45;11.961;5.360,25;371,25
06.09.2020;10:45;11:00;12.117,50;5.197,25;482,25
06.09.2020;11:00;11:15;12.360,75;5.253;542
06.09.2020;11:15;11:30;12.469,25;5.232,50;524,25
06.09.2020;11:30;11:45;12.614,25;5.354;494
06.09.2020;11:45;12:00;12.679,75;5.344,25;473
06.09.2020;12:00;12:15;12.588,75;5.330;224,25
06.09.2020;12:15;12:30;12.581,75;5.337,50;327,75
06.09.2020;12:30;12:45;12.490;5.368;373,25
06.09.2020;12:45;13:00;12.480;5.473,25;391
06.09.2020;13:00;13:15;12.339,75;5.446,50;392,5
06.09.2020;13:15;13:30;12.148,50;5.317;414,75
06.09.2020;13:30;13:45;12.060,75;5.345,75;409,25
06.09.2020;13:45;14:00;11.914,75;5.447,75;419
06.09.2020;14:00;14:15;11.817,50;5.475,25;464
06.09.2020;14:15;14:30;11.721,25;5.595,25;461,75
06.09.2020;14:30;14:45;11.721;5.842,25;479,25
06.09.2020;14:45;15:00;11.645;5.991,50;448,25
06.09.2020;15:00;15:15;11.635,75;6.128;445,5
06.09.2020;15:15;15:30;11.593,25;6.293;391,25
06.09.2020;15:30;15:45;11.572,25;6.465,25;385
06.09.2020;15:45;16:00;11.455,50;6.544,50;317,75
06.09.2020;16:00;16:15;11.404,25;6.800,50;534,75
06.09.2020;16:15;16:30;11.392,50;7.073,50;447,75
06.09.2020;16:30;16:45;11.455,75;7.395,25;469
06.09.2020;16:45;17:00;11.463,25;7.701;426,5
06.09.2020;17:00;17:15;11.604;8.098,75;259
06.09.2020;17:15;17:30;11.641,75;8.491,50;148,5
06.09.2020;17:30;17:45;11.764;8.915;146
06.09.2020;17:45;18:00;11.825,50;9.287,75;127
